"texture1","texture2","concept1","concept2","semantic_distance","identifier","group","perceptual_distance"
"D1","D103","evil","peace",0.00257062480885045,"evil_peace_D1_D103","values",1.38444741029916
"D1","D103","evil","justice",0.0663038623528631,"evil_justice_D1_D103","values",1.38444741029916
"D1","D103","greed","justice",0.0645761962230789,"greed_justice_D1_D103","values",1.38444741029916
"D1","D103","justice","peace",0.0695061665735471,"justice_peace_D1_D103","values",1.38444741029916
"D1","D103","evil","love",0.211889127942524,"evil_love_D1_D103","values",1.38444741029916
"D1","D103","evil","greed",0.131708163628619,"evil_greed_D1_D103","values",1.38444741029916
"D1","D103","love","peace",0.216697717412848,"love_peace_D1_D103","values",1.38444741029916
"D1","D103","justice","love",0.143052524740808,"justice_love_D1_D103","values",1.38444741029916
"D1","D103","greed","love",0.0778892537083518,"greed_love_D1_D103","values",1.38444741029916
"D1","D103","greed","peace",0.135581241462063,"greed_peace_D1_D103","values",1.38444741029916
"D1","D14","greed","love",0.023069185686267,"greed_love_D1_D14","values",1.90397489490527
"D1","D14","evil","peace",0.104521330931052,"evil_peace_D1_D14","values",1.90397489490527
"D1","D14","evil","justice",0.137895277209594,"evil_justice_D1_D14","values",1.90397489490527
"D1","D14","greed","peace",0.131639014760209,"greed_peace_D1_D14","values",1.90397489490527
"D1","D14","greed","justice",0.0913100646794116,"greed_justice_D1_D14","values",1.90397489490527
"D1","D14","justice","love",0.116908116343618,"justice_love_D1_D14","values",1.90397489490527
"D1","D14","love","peace",0.159279155540923,"love_peace_D1_D14","values",1.90397489490527
"D1","D14","justice","peace",0.0377534150653858,"justice_peace_D1_D14","values",1.90397489490527
"D1","D14","evil","love",0.257464097519942,"evil_love_D1_D14","values",1.90397489490527
"D1","D14","evil","greed",0.228291402925591,"evil_greed_D1_D14","values",1.90397489490527
"D1","D22","love","peace",0.445046416594473,"love_peace_D1_D22","values",1.63373585750581
"D1","D22","justice","peace",0.0321706172655687,"justice_peace_D1_D22","values",1.63373585750581
"D1","D22","evil","justice",0.166142342791324,"evil_justice_D1_D22","values",1.63373585750581
"D1","D22","evil","love",0.262903674362322,"evil_love_D1_D22","values",1.63373585750581
"D1","D22","justice","love",0.412561076800039,"justice_love_D1_D22","values",1.63373585750581
"D1","D22","greed","justice",0.259409231556247,"greed_justice_D1_D22","values",1.63373585750581
"D1","D22","evil","peace",0.199875775756416,"evil_peace_D1_D22","values",1.63373585750581
"D1","D22","evil","greed",0.101001314153199,"evil_greed_D1_D22","values",1.63373585750581
"D1","D22","greed","peace",0.292337018645328,"greed_peace_D1_D22","values",1.63373585750581
"D1","D22","greed","love",0.159553713493086,"greed_love_D1_D22","values",1.63373585750581
"D1","D25","greed","peace",0.429439732538622,"greed_peace_D1_D25","values",1.72667997933655
"D1","D25","love","peace",0.363797947240368,"love_peace_D1_D25","values",1.72667997933655
"D1","D25","evil","love",0.355677453126646,"evil_love_D1_D25","values",1.72667997933655
"D1","D25","evil","peace",0.00812000572175586,"evil_peace_D1_D25","values",1.72667997933655
"D1","D25","greed","love",0.0887212839576901,"greed_love_D1_D25","values",1.72667997933655
"D1","D25","evil","justice",0.390416333976423,"evil_justice_D1_D25","values",1.72667997933655
"D1","D25","justice","peace",0.398205895610445,"justice_peace_D1_D25","values",1.72667997933655
"D1","D25","evil","greed",0.421865305662863,"evil_greed_D1_D25","values",1.72667997933655
"D1","D25","greed","justice",0.0400974312758798,"greed_justice_D1_D25","values",1.72667997933655
"D1","D25","justice","love",0.0483676617412074,"justice_love_D1_D25","values",1.72667997933655
"D1","D36","evil","justice",0.272880798793272,"evil_justice_D1_D36","values",1.86280382763518
"D1","D36","evil","peace",0.363475208546114,"evil_peace_D1_D36","values",1.86280382763518
"D1","D36","justice","peace",0.092821000038706,"justice_peace_D1_D36","values",1.86280382763518
"D1","D36","evil","love",0.18239281473838,"evil_love_D1_D36","values",1.86280382763518
"D1","D36","evil","greed",0.222573496173393,"evil_greed_D1_D36","values",1.86280382763518
"D1","D36","greed","justice",0.46834563834834,"greed_justice_D1_D36","values",1.86280382763518
"D1","D36","justice","love",0.432992246011009,"justice_love_D1_D36","values",1.86280382763518
"D1","D36","greed","love",0.0401192240981647,"greed_love_D1_D36","values",1.86280382763518
"D1","D36","love","peace",0.514726683981533,"love_peace_D1_D36","values",1.86280382763518
"D1","D36","greed","peace",0.548154410522686,"greed_peace_D1_D36","values",1.86280382763518
"D1","D37","evil","greed",0.0997488759686243,"evil_greed_D1_D37","values",1.61162212671607
"D1","D37","evil","love",0.374610604606968,"evil_love_D1_D37","values",1.61162212671607
"D1","D37","evil","justice",0.0216699646826257,"evil_justice_D1_D37","values",1.61162212671607
"D1","D37","greed","love",0.282893154107356,"greed_love_D1_D37","values",1.61162212671607
"D1","D37","evil","peace",0.068060856903666,"evil_peace_D1_D37","values",1.61162212671607
"D1","D37","greed","peace",0.168342294204828,"greed_peace_D1_D37","values",1.61162212671607
"D1","D37","greed","justice",0.077533192176219,"greed_justice_D1_D37","values",1.61162212671607
"D1","D37","justice","love",0.352735582367362,"justice_love_D1_D37","values",1.61162212671607
"D1","D37","love","peace",0.438925451613255,"love_peace_D1_D37","values",1.61162212671607
"D1","D37","justice","peace",0.0894625359987859,"justice_peace_D1_D37","values",1.61162212671607
"D1","D48","evil","justice",0.0581995628581631,"evil_justice_D1_D48","values",3.24025854839656
"D1","D48","greed","love",0.0514344658005477,"greed_love_D1_D48","values",3.24025854839656
"D1","D48","evil","peace",0.0285098749403272,"evil_peace_D1_D48","values",3.24025854839656
"D1","D48","greed","peace",0.0800288952563839,"greed_peace_D1_D48","values",3.24025854839656
"D1","D48","evil","greed",0.10503272014771,"evil_greed_D1_D48","values",3.24025854839656
"D1","D48","love","peace",0.135507916192561,"love_peace_D1_D48","values",3.24025854839656
"D1","D48","justice","peace",0.0317419737323656,"justice_peace_D1_D48","values",3.24025854839656
"D1","D48","greed","justice",0.0465148664064165,"greed_justice_D1_D48","values",3.24025854839656
"D1","D48","evil","love",0.159296133949546,"evil_love_D1_D48","values",3.24025854839656
"D1","D48","justice","love",0.0990136491158853,"justice_love_D1_D48","values",3.24025854839656
"D1","D53","evil","justice",0.101108984410201,"evil_justice_D1_D53","values",1.94078697136786
"D1","D53","evil","peace",0.0347899568366676,"evil_peace_D1_D53","values",1.94078697136786
"D1","D53","evil","love",0.0162284170728797,"evil_love_D1_D53","values",1.94078697136786
"D1","D53","greed","love",0.0893798260304548,"greed_love_D1_D53","values",1.94078697136786
"D1","D53","justice","love",0.12241923498722,"justice_love_D1_D53","values",1.94078697136786
"D1","D53","evil","greed",0.0690756406360495,"evil_greed_D1_D53","values",1.94078697136786
"D1","D53","love","peace",0.0531679740126421,"love_peace_D1_D53","values",1.94078697136786
"D1","D53","greed","peace",0.0347323308087366,"greed_peace_D1_D53","values",1.94078697136786
"D1","D53","greed","justice",0.0343769315835634,"greed_justice_D1_D53","values",1.94078697136786
"D1","D53","justice","peace",0.0681141773079399,"justice_peace_D1_D53","values",1.94078697136786
"D1","D55","evil","greed",0.195460344864176,"evil_greed_D1_D55","values",1.64932740122361
"D1","D55","evil","love",0.450934317684879,"evil_love_D1_D55","values",1.64932740122361
"D1","D55","evil","peace",0.294162104420324,"evil_peace_D1_D55","values",1.64932740122361
"D1","D55","evil","justice",0.292351701129635,"evil_justice_D1_D55","values",1.64932740122361
"D1","D55","greed","love",0.275646583540493,"greed_love_D1_D55","values",1.64932740122361
"D1","D55","love","peace",0.178024369415537,"love_peace_D1_D55","values",1.64932740122361
"D1","D55","greed","peace",0.102798754909508,"greed_peace_D1_D55","values",1.64932740122361
"D1","D55","greed","justice",0.108498231795385,"greed_justice_D1_D55","values",1.64932740122361
"D1","D55","justice","peace",0.0096964908620642,"justice_peace_D1_D55","values",1.64932740122361
"D1","D55","justice","love",0.162114773852532,"justice_love_D1_D55","values",1.64932740122361
"D1","D57","evil","greed",0.374519214862737,"evil_greed_D1_D57","values",2.22511277803023
"D1","D57","greed","peace",0.369226747606802,"greed_peace_D1_D57","values",2.22511277803023
"D1","D57","greed","love",0.235470141772658,"greed_love_D1_D57","values",2.22511277803023
"D1","D57","love","peace",0.174091554202192,"love_peace_D1_D57","values",2.22511277803023
"D1","D57","greed","justice",0.181840321469261,"greed_justice_D1_D57","values",2.22511277803023
"D1","D57","evil","love",0.180585634833218,"evil_love_D1_D57","values",2.22511277803023
"D1","D57","evil","justice",0.198486099546024,"evil_justice_D1_D57","values",2.22511277803023
"D1","D57","justice","peace",0.192638863484608,"justice_peace_D1_D57","values",2.22511277803023
"D1","D57","evil","peace",0.00630762615914238,"evil_peace_D1_D57","values",2.22511277803023
"D1","D57","justice","love",0.0378873802294968,"justice_love_D1_D57","values",2.22511277803023
"D1","D64","greed","love",0.306903797889304,"greed_love_D1_D64","values",0.304739412143964
"D1","D64","evil","justice",0.151062114778131,"evil_justice_D1_D64","values",0.304739412143964
"D1","D64","greed","peace",0.0607316512392269,"greed_peace_D1_D64","values",0.304739412143964
"D1","D64","evil","peace",0.275497748606438,"evil_peace_D1_D64","values",0.304739412143964
"D1","D64","justice","peace",0.115087729796365,"justice_peace_D1_D64","values",0.304739412143964
"D1","D64","justice","love",0.354386041344749,"justice_love_D1_D64","values",0.304739412143964
"D1","D64","evil","love",0.493377614711418,"evil_love_D1_D64","values",0.304739412143964
"D1","D64","greed","justice",0.051072628843797,"greed_justice_D1_D64","values",0.304739412143964
"D1","D64","love","peace",0.27128935769827,"love_peace_D1_D64","values",0.304739412143964
"D1","D64","evil","greed",0.201944629837714,"evil_greed_D1_D64","values",0.304739412143964
"D1","D78","evil","justice",0.172101002972593,"evil_justice_D1_D78","values",2.03181570582378
"D1","D78","evil","love",0.561608078522541,"evil_love_D1_D78","values",2.03181570582378
"D1","D78","greed","justice",0.0265617991187532,"greed_justice_D1_D78","values",2.03181570582378
"D1","D78","justice","peace",0.12916410236906,"justice_peace_D1_D78","values",2.03181570582378
"D1","D78","evil","greed",0.200329574594526,"evil_greed_D1_D78","values",2.03181570582378
"D1","D78","evil","peace",0.0451498210276711,"evil_peace_D1_D78","values",2.03181570582378
"D1","D78","love","peace",0.528123563441045,"love_peace_D1_D78","values",2.03181570582378
"D1","D78","greed","love",0.388124597566146,"greed_love_D1_D78","values",2.03181570582378
"D1","D78","greed","peace",0.15733130912869,"greed_peace_D1_D78","values",2.03181570582378
"D1","D78","justice","love",0.408070946490187,"justice_love_D1_D78","values",2.03181570582378
"D1","D82","greed","love",0.112495646904434,"greed_love_D1_D82","values",1.49360827769163
"D1","D82","love","peace",0.45802029869361,"love_peace_D1_D82","values",1.49360827769163
"D1","D82","justice","peace",0.135789901545365,"justice_peace_D1_D82","values",1.49360827769163
"D1","D82","greed","peace",0.349145380407414,"greed_peace_D1_D82","values",1.49360827769163
"D1","D82","evil","justice",0.0778898241319133,"evil_justice_D1_D82","values",1.49360827769163
"D1","D82","evil","greed",0.2936375222783,"evil_greed_D1_D82","values",1.49360827769163
"D1","D82","justice","love",0.330433690118588,"justice_love_D1_D82","values",1.49360827769163
"D1","D82","greed","justice",0.218488695090014,"greed_justice_D1_D82","values",1.49360827769163
"D1","D82","evil","peace",0.0580014404432813,"evil_peace_D1_D82","values",1.49360827769163
"D1","D82","evil","love",0.40393491578625,"evil_love_D1_D82","values",1.49360827769163
"D1","D84","evil","greed",0.0565342348346694,"evil_greed_D1_D84","values",1.79812460527162
"D1","D84","evil","peace",0.153792312219288,"evil_peace_D1_D84","values",1.79812460527162
"D1","D84","evil","justice",0.0423137062125754,"evil_justice_D1_D84","values",1.79812460527162
"D1","D84","evil","love",0.293246066598956,"evil_love_D1_D84","values",1.79812460527162
"D1","D84","love","peace",0.439040638467479,"love_peace_D1_D84","values",1.79812460527162
"D1","D84","greed","peace",0.211732372005705,"greed_peace_D1_D84","values",1.79812460527162
"D1","D84","greed","justice",0.0133093363720448,"greed_justice_D1_D84","values",1.79812460527162
"D1","D84","greed","love",0.24211678351383,"greed_love_D1_D84","values",1.79812460527162
"D1","D84","justice","peace",0.194596985727878,"justice_peace_D1_D84","values",1.79812460527162
"D1","D84","justice","love",0.250312619269311,"justice_love_D1_D84","values",1.79812460527162
"D1","D87","evil","love",0.0418557183754935,"evil_love_D1_D87","values",1.69133592758459
"D1","D87","greed","love",0.0471596651470363,"greed_love_D1_D87","values",1.69133592758459
"D1","D87","evil","peace",0.314027149812532,"evil_peace_D1_D87","values",1.69133592758459
"D1","D87","evil","greed",0.00653396191265787,"evil_greed_D1_D87","values",1.69133592758459
"D1","D87","justice","peace",0.227391666209335,"justice_peace_D1_D87","values",1.69133592758459
"D1","D87","justice","love",0.121887142330282,"justice_love_D1_D87","values",1.69133592758459
"D1","D87","evil","justice",0.0816189029408754,"evil_justice_D1_D87","values",1.69133592758459
"D1","D87","greed","justice",0.0730711928135777,"greed_justice_D1_D87","values",1.69133592758459
"D1","D87","greed","peace",0.299224119975976,"greed_peace_D1_D87","values",1.69133592758459
"D1","D87","love","peace",0.352423544344394,"love_peace_D1_D87","values",1.69133592758459
"D101","D1","greed","love",0.144876789141962,"greed_love_D101_D1","values",1.05699686465376
"D101","D1","evil","peace",0.167664132929421,"evil_peace_D101_D1","values",1.05699686465376
"D101","D1","evil","greed",0.402941850178267,"evil_greed_D101_D1","values",1.05699686465376
"D101","D1","greed","peace",0.55169906883027,"greed_peace_D101_D1","values",1.05699686465376
"D101","D1","greed","justice",0.339274915818744,"greed_justice_D101_D1","values",1.05699686465376
"D101","D1","evil","love",0.272360074253986,"evil_love_D101_D1","values",1.05699686465376
"D101","D1","love","peace",0.433142033379688,"love_peace_D101_D1","values",1.05699686465376
"D101","D1","justice","peace",0.231439502250195,"justice_peace_D101_D1","values",1.05699686465376
"D101","D1","justice","love",0.205591406745258,"justice_love_D101_D1","values",1.05699686465376
"D101","D1","evil","justice",0.0659550306411068,"evil_justice_D101_D1","values",1.05699686465376
"D101","D103","greed","love",0.222133395632246,"greed_love_D101_D103","values",1.31068320084996
"D101","D103","evil","justice",6.09522733325818e-05,"evil_justice_D101_D103","values",1.31068320084996
"D101","D103","love","peace",0.227581931695816,"love_peace_D101_D103","values",1.31068320084996
"D101","D103","evil","peace",0.158706332595755,"evil_peace_D101_D103","values",1.31068320084996
"D101","D103","evil","love",0.0665873706047801,"evil_love_D101_D103","values",1.31068320084996
"D101","D103","greed","justice",0.28197146677932,"greed_justice_D101_D103","values",1.31068320084996
"D101","D103","evil","greed",0.281336999476459,"evil_greed_D101_D103","values",1.31068320084996
"D101","D103","greed","peace",0.43251680987681,"greed_peace_D101_D103","values",1.31068320084996
"D101","D103","justice","peace",0.158965854199076,"justice_peace_D101_D103","values",1.31068320084996
"D101","D103","justice","love",0.0667880023254612,"justice_love_D101_D103","values",1.31068320084996
"D101","D105","greed","love",0.450424101941232,"greed_love_D101_D105","values",2.2888018819565
"D101","D105","evil","justice",0.20388067245136,"evil_justice_D101_D105","values",2.2888018819565
"D101","D105","love","peace",0.453006312125227,"love_peace_D101_D105","values",2.2888018819565
"D101","D105","evil","peace",0.582932440088548,"evil_peace_D101_D105","values",2.2888018819565
"D101","D105","evil","love",0.146490174503048,"evil_love_D101_D105","values",2.2888018819565
"D101","D105","greed","justice",0.497247644049315,"greed_justice_D101_D105","values",2.2888018819565
"D101","D105","evil","greed",0.320345416735456,"evil_greed_D101_D105","values",2.2888018819565
"D101","D105","greed","peace",0.804228902313033,"greed_peace_D101_D105","values",2.2888018819565
"D101","D105","justice","peace",0.393729818797446,"justice_peace_D101_D105","values",2.2888018819565
"D101","D105","justice","love",0.0594650172383897,"justice_love_D101_D105","values",2.2888018819565
"D101","D11","greed","justice",0.0678023884401704,"greed_justice_D101_D11","values",1.84148003100931
"D101","D11","greed","love",0.258265759802162,"greed_love_D101_D11","values",1.84148003100931
"D101","D11","evil","love",0.224810000954957,"evil_love_D101_D11","values",1.84148003100931
"D101","D11","evil","justice",0.0354350602235178,"evil_justice_D101_D11","values",1.84148003100931
"D101","D11","greed","peace",0.392768771515386,"greed_peace_D101_D11","values",1.84148003100931
"D101","D11","love","peace",0.137930888516179,"love_peace_D101_D11","values",1.84148003100931
"D101","D11","evil","peace",0.359034057731659,"evil_peace_D101_D11","values",1.84148003100931
"D101","D11","justice","love",0.190109256735449,"justice_love_D101_D11","values",1.84148003100931
"D101","D11","evil","greed",0.0320222611092449,"evil_greed_D101_D11","values",1.84148003100931
"D101","D11","justice","peace",0.325371813552224,"justice_peace_D101_D11","values",1.84148003100931
"D101","D14","evil","love",0.01757144613536,"evil_love_D101_D14","values",1.77787016471639
"D101","D14","greed","peace",0.433451452099992,"greed_peace_D101_D14","values",1.77787016471639
"D101","D14","justice","love",0.089625976540146,"justice_love_D101_D14","values",1.77787016471639
"D101","D14","greed","justice",0.250776374605281,"greed_justice_D101_D14","values",1.77787016471639
"D101","D14","greed","love",0.16536845325534,"greed_love_D101_D14","values",1.77787016471639
"D101","D14","evil","peace",0.260632266952451,"evil_peace_D101_D14","values",1.77787016471639
"D101","D14","evil","justice",0.0713716747457416,"evil_justice_D101_D14","values",1.77787016471639
"D101","D14","evil","greed",0.180800537589085,"evil_greed_D101_D14","values",1.77787016471639
"D101","D14","love","peace",0.280436060993384,"love_peace_D101_D14","values",1.77787016471639
"D101","D14","justice","peace",0.190349793639548,"justice_peace_D101_D14","values",1.77787016471639
"D101","D22","evil","love",0.0118639109443119,"evil_love_D101_D22","values",1.16681882964966
"D101","D22","greed","justice",0.0830820516275088,"greed_justice_D101_D22","values",1.16681882964966
"D101","D22","greed","love",0.296104081184898,"greed_love_D101_D22","values",1.16681882964966
"D101","D22","evil","peace",0.0330483346985504,"evil_peace_D101_D22","values",1.16681882964966
"D101","D22","greed","peace",0.278587351838743,"greed_peace_D101_D22","values",1.16681882964966
"D101","D22","love","peace",0.0210110782065149,"love_peace_D101_D22","values",1.16681882964966
"D101","D22","evil","justice",0.22797611708299,"evil_justice_D101_D22","values",1.16681882964966
"D101","D22","evil","greed",0.3083831825716,"evil_greed_D101_D22","values",1.16681882964966
"D101","D22","justice","peace",0.197045123171615,"justice_peace_D101_D22","values",1.16681882964966
"D101","D22","justice","love",0.21569923268813,"justice_love_D101_D22","values",1.16681882964966
"D101","D25","evil","peace",0.15923024963884,"evil_peace_D101_D25","values",2.69705920646916
"D101","D25","evil","love",0.0766835400460211,"evil_love_D101_D25","values",2.69705920646916
"D101","D25","evil","justice",0.324153973804975,"evil_justice_D101_D25","values",2.69705920646916
"D101","D25","greed","peace",0.138212620523678,"greed_peace_D101_D25","values",2.69705920646916
"D101","D25","greed","justice",0.304979709219625,"greed_justice_D101_D25","values",2.69705920646916
"D101","D25","love","peace",0.0823937204304377,"love_peace_D101_D25","values",2.69705920646916
"D101","D25","greed","love",0.0553980183093425,"greed_love_D101_D25","values",2.69705920646916
"D101","D25","justice","love",0.251912825524473,"justice_love_D101_D25","values",2.69705920646916
"D101","D25","evil","greed",0.0215717997770668,"evil_greed_D101_D25","values",2.69705920646916
"D101","D25","justice","peace",0.174803473105881,"justice_peace_D101_D25","values",2.69705920646916
"D101","D36","justice","peace",0.143876029100335,"justice_peace_D101_D36","values",1.33961143846245
"D101","D36","evil","peace",0.196726995479142,"evil_peace_D101_D36","values",1.33961143846245
"D101","D36","love","peace",0.0987184875363854,"love_peace_D101_D36","values",1.33961143846245
"D101","D36","greed","love",0.105117899768611,"greed_love_D101_D36","values",1.33961143846245
"D101","D36","greed","peace",0.00433816544184418,"greed_peace_D101_D36","values",1.33961143846245
"D101","D36","evil","love",0.0954902019505068,"evil_love_D101_D36","values",1.33961143846245
"D101","D36","evil","justice",0.331663803052308,"evil_justice_D101_D36","values",1.33961143846245
"D101","D36","evil","greed",0.205381254870359,"evil_greed_D101_D36","values",1.33961143846245
"D101","D36","greed","justice",0.142954789744897,"greed_justice_D101_D36","values",1.33961143846245
"D101","D36","justice","love",0.236329635813069,"justice_love_D101_D36","values",1.33961143846245
"D101","D37","greed","love",0.41330700638419,"greed_love_D101_D37","values",2.26887849934081
"D101","D37","evil","peace",0.0956283972636216,"evil_peace_D101_D37","values",2.26887849934081
"D101","D37","evil","justice",0.0439757910071275,"evil_justice_D101_D37","values",2.26887849934081
"D101","D37","love","peace",0.0143238116682193,"love_peace_D101_D37","values",2.26887849934081
"D101","D37","greed","peace",0.404858268861042,"greed_peace_D101_D37","values",2.26887849934081
"D101","D37","evil","love",0.108614631793114,"evil_love_D101_D37","values",2.26887849934081
"D101","D37","justice","peace",0.140344420419779,"justice_peace_D101_D37","values",2.26887849934081
"D101","D37","evil","greed",0.311210517504149,"evil_greed_D101_D37","values",2.26887849934081
"D101","D37","greed","justice",0.270526777533322,"greed_justice_D101_D37","values",2.26887849934081
"D101","D37","justice","love",0.152805062010066,"justice_love_D101_D37","values",2.26887849934081
"D101","D4","greed","love",0.204643392893682,"greed_love_D101_D4","values",1.92256951287354
"D101","D4","greed","justice",0.293678643152774,"greed_justice_D101_D4","values",1.92256951287354
"D101","D4","evil","justice",0.20720840024573,"evil_justice_D101_D4","values",1.92256951287354
"D101","D4","evil","peace",0.104271261000657,"evil_peace_D101_D4","values",1.92256951287354
"D101","D4","evil","love",0.307839720836161,"evil_love_D101_D4","values",1.92256951287354
"D101","D4","love","peace",0.207078830344344,"love_peace_D101_D4","values",1.92256951287354
"D101","D4","justice","peace",0.105884858310508,"justice_peace_D101_D4","values",1.92256951287354
"D101","D4","evil","greed",0.486928512394375,"evil_greed_D101_D4","values",1.92256951287354
"D101","D4","greed","peace",0.396564830580862,"greed_peace_D101_D4","values",1.92256951287354
"D101","D4","justice","love",0.0987416453627281,"justice_love_D101_D4","values",1.92256951287354
"D101","D48","greed","love",0.192351434864905,"greed_love_D101_D48","values",3.03462891658904
"D101","D48","evil","peace",0.191394669544035,"evil_peace_D101_D48","values",3.03462891658904
"D101","D48","evil","greed",0.302508441948023,"evil_greed_D101_D48","values",3.03462891658904
"D101","D48","greed","peace",0.482566379483681,"greed_peace_D101_D48","values",3.03462891658904
"D101","D48","love","peace",0.304687782571695,"love_peace_D101_D48","values",3.03462891658904
"D101","D48","justice","peace",0.199061841457242,"justice_peace_D101_D48","values",3.03462891658904
"D101","D48","evil","love",0.114660860623556,"evil_love_D101_D48","values",3.03462891658904
"D101","D48","evil","justice",0.00795012176885029,"evil_justice_D101_D48","values",3.03462891658904
"D101","D48","greed","justice",0.294584883013216,"greed_justice_D101_D48","values",3.03462891658904
"D101","D48","justice","love",0.10660149861577,"justice_love_D101_D48","values",3.03462891658904
"D101","D51","evil","peace",0.0916053141126513,"evil_peace_D101_D51","values",2.65043581992688
"D101","D51","greed","love",0.223179959063359,"greed_love_D101_D51","values",2.65043581992688
"D101","D51","greed","justice",0.199126253195952,"greed_justice_D101_D51","values",2.65043581992688
"D101","D51","greed","peace",0.15806470338307,"greed_peace_D101_D51","values",2.65043581992688
"D101","D51","justice","love",0.0237907801888415,"justice_love_D101_D51","values",2.65043581992688
"D101","D51","evil","love",0.018162571013681,"evil_love_D101_D51","values",2.65043581992688
"D101","D51","evil","greed",0.239985705950124,"evil_greed_D101_D51","values",2.65043581992688
"D101","D51","justice","peace",0.0485274853308364,"justice_peace_D101_D51","values",2.65043581992688
"D101","D51","evil","justice",0.0417901192791514,"evil_justice_D101_D51","values",2.65043581992688
"D101","D51","love","peace",0.0732619667686327,"love_peace_D101_D51","values",2.65043581992688
"D101","D53","evil","peace",0.128495017086501,"evil_peace_D101_D53","values",1.75269440929289
"D101","D53","evil","love",0.259516324766105,"evil_love_D101_D53","values",1.75269440929289
"D101","D53","greed","love",0.239999945682226,"greed_love_D101_D53","values",1.75269440929289
"D101","D53","evil","greed",0.468603220765664,"evil_greed_D101_D53","values",1.75269440929289
"D101","D53","greed","peace",0.580937853756454,"greed_peace_D101_D53","values",1.75269440929289
"D101","D53","evil","justice",0.16448472890201,"evil_justice_D101_D53","values",1.75269440929289
"D101","D53","justice","peace",0.291847735040001,"justice_peace_D101_D53","values",1.75269440929289
"D101","D53","justice","love",0.0936764730027089,"justice_love_D101_D53","values",1.75269440929289
"D101","D53","greed","justice",0.320488305376676,"greed_justice_D101_D53","values",1.75269440929289
"D101","D53","love","peace",0.387209127323887,"love_peace_D101_D53","values",1.75269440929289
"D101","D55","evil","peace",0.437236363175439,"evil_peace_D101_D55","values",1.38410093911152
"D101","D55","greed","love",0.410182305728191,"greed_love_D101_D55","values",1.38410093911152
"D101","D55","greed","justice",0.446609379874857,"greed_justice_D101_D55","values",1.38410093911152
"D101","D55","greed","peace",0.634324028929237,"greed_peace_D101_D55","values",1.38410093911152
"D101","D55","justice","love",0.043436899016718,"justice_love_D101_D55","values",1.38410093911152
"D101","D55","evil","love",0.182668997336626,"evil_love_D101_D55","values",1.38410093911152
"D101","D55","evil","greed",0.242952843960626,"evil_greed_D101_D55","values",1.38410093911152
"D101","D55","justice","peace",0.218138377931884,"justice_peace_D101_D55","values",1.38410093911152
"D101","D55","evil","justice",0.224510009503891,"evil_justice_D101_D55","values",1.38410093911152
"D101","D55","love","peace",0.262087711846968,"love_peace_D101_D55","values",1.38410093911152
"D101","D57","greed","justice",0.16081060407759,"greed_justice_D101_D57","values",1.9842880569525
"D101","D57","greed","love",0.0866125288951611,"greed_love_D101_D57","values",1.9842880569525
"D101","D57","evil","love",0.119146316641851,"evil_love_D101_D57","values",1.9842880569525
"D101","D57","evil","justice",0.130436345740772,"evil_justice_D101_D57","values",1.9842880569525
"D101","D57","greed","peace",0.202610066875923,"greed_peace_D101_D57","values",1.9842880569525
"D101","D57","love","peace",0.295931148199549,"love_peace_D101_D57","values",1.9842880569525
"D101","D57","evil","peace",0.17185196513291,"evil_peace_D101_D57","values",1.9842880569525
"D101","D57","justice","love",0.251033825690683,"justice_love_D101_D57","values",1.9842880569525
"D101","D57","evil","greed",0.0312437738870557,"evil_greed_D101_D57","values",1.9842880569525
"D101","D57","justice","peace",0.0386303977735898,"justice_peace_D101_D57","values",1.9842880569525
"D101","D64","evil","justice",0.0844857705676874,"evil_justice_D101_D64","values",1.28879505893067
"D101","D64","greed","love",0.435736489256617,"greed_love_D101_D64","values",1.28879505893067
"D101","D64","evil","peace",0.421473693940551,"evil_peace_D101_D64","values",1.28879505893067
"D101","D64","evil","love",0.236593846294629,"evil_love_D101_D64","values",1.28879505893067
"D101","D64","evil","greed",0.20822719754348,"evil_greed_D101_D64","values",1.28879505893067
"D101","D64","greed","peace",0.60527337084494,"greed_peace_D101_D64","values",1.28879505893067
"D101","D64","greed","justice",0.290213978427645,"greed_justice_D101_D64","values",1.28879505893067
"D101","D64","love","peace",0.193730757380933,"love_peace_D101_D64","values",1.28879505893067
"D101","D64","justice","peace",0.341567413116009,"justice_peace_D101_D64","values",1.28879505893067
"D101","D64","justice","love",0.152907864628642,"justice_love_D101_D64","values",1.28879505893067
"D101","D76","evil","peace",0.170236249930299,"evil_peace_D101_D76","values",2.14674923617666
"D101","D76","greed","peace",0.535809833691252,"greed_peace_D101_D76","values",2.14674923617666
"D101","D76","justice","peace",0.225225073362115,"justice_peace_D101_D76","values",2.14674923617666
"D101","D76","evil","love",0.0605239696075711,"evil_love_D101_D76","values",2.14674923617666
"D101","D76","greed","love",0.32665381579036,"greed_love_D101_D76","values",2.14674923617666
"D101","D76","greed","justice",0.329454512644465,"greed_justice_D101_D76","values",2.14674923617666
"D101","D76","evil","greed",0.381329199485899,"evil_greed_D101_D76","values",2.14674923617666
"D101","D76","justice","love",0.00467753323797787,"justice_love_D101_D76","values",2.14674923617666
"D101","D76","evil","justice",0.0555862915720853,"evil_justice_D101_D76","values",2.14674923617666
"D101","D76","love","peace",0.230922035258247,"love_peace_D101_D76","values",2.14674923617666
"D101","D78","greed","love",0.511043150037122,"greed_love_D101_D78","values",2.11283802477236
