"texture1","texture2","concept1","concept2","semantic_distance","identifier","group","perceptual_distance"
"D16","D79","evil","peace",0.12329115895615,"evil_peace_D16_D79","values",0.457229145449945
"D16","D79","love","peace",0.0274456277788386,"love_peace_D16_D79","values",0.457229145449945
"D16","D79","greed","peace",0.0910657341416643,"greed_peace_D16_D79","values",0.457229145449945
"D16","D79","evil","greed",0.0317473831875211,"evil_greed_D16_D79","values",0.457229145449945
"D16","D81","evil","greed",0.183607467227987,"evil_greed_D16_D81","values",1.07384672127717
"D16","D81","evil","peace",0.245997177858185,"evil_peace_D16_D81","values",1.07384672127717
"D16","D81","justice","peace",0.0234740366253758,"justice_peace_D16_D81","values",1.07384672127717
"D16","D81","greed","justice",0.392871746375034,"greed_justice_D16_D81","values",1.07384672127717
"D16","D81","evil","love",0.145981085909998,"evil_love_D16_D81","values",1.07384672127717
"D16","D81","evil","justice",0.225170521147463,"evil_justice_D16_D81","values",1.07384672127717
"D16","D81","love","peace",0.0983452181646203,"love_peace_D16_D81","values",1.07384672127717
"D16","D81","justice","love",0.0760808410896963,"justice_love_D16_D81","values",1.07384672127717
"D16","D81","greed","peace",0.410457461909885,"greed_peace_D16_D81","values",1.07384672127717
"D16","D81","greed","love",0.317137422796091,"greed_love_D16_D81","values",1.07384672127717
"D16","D82","evil","justice",0.159529844898461,"evil_justice_D16_D82","values",0.808518467193226
"D16","D82","evil","peace",0.303760446938253,"evil_peace_D16_D82","values",0.808518467193226
"D16","D82","greed","love",0.19583494387238,"greed_love_D16_D82","values",0.808518467193226
"D16","D82","justice","love",0.0400822277806812,"justice_love_D16_D82","values",0.808518467193226
"D16","D82","evil","love",0.117803272856714,"evil_love_D16_D82","values",0.808518467193226
"D16","D82","greed","justice",0.236751034986779,"greed_justice_D16_D82","values",0.808518467193226
"D16","D82","greed","peace",0.37508205414844,"greed_peace_D16_D82","values",0.808518467193226
"D16","D82","justice","peace",0.144868409800267,"justice_peace_D16_D82","values",0.808518467193226
"D16","D82","love","peace",0.183279119438962,"love_peace_D16_D82","values",0.808518467193226
"D16","D82","evil","greed",0.083340467255645,"evil_greed_D16_D82","values",0.808518467193226
"D16","D83","love","peace",0.0181731100884548,"love_peace_D16_D83","values",1.10566023866603
"D16","D83","evil","greed",0.036541553968413,"evil_greed_D16_D83","values",1.10566023866603
"D16","D83","justice","love",0.0564473499304488,"justice_love_D16_D83","values",1.10566023866603
"D16","D83","greed","justice",0.207051653160984,"greed_justice_D16_D83","values",1.10566023866603
"D16","D83","greed","peace",0.13676272646822,"greed_peace_D16_D83","values",1.10566023866603
"D16","D83","greed","love",0.15097741256697,"greed_love_D16_D83","values",1.10566023866603
"D16","D83","justice","peace",0.0760596917064851,"justice_peace_D16_D83","values",1.10566023866603
"D16","D83","evil","justice",0.242340150406903,"evil_justice_D16_D83","values",1.10566023866603
"D16","D83","evil","peace",0.17348141944781,"evil_peace_D16_D83","values",1.10566023866603
"D16","D83","evil","love",0.186670884997105,"evil_love_D16_D83","values",1.10566023866603
"D16","D84","evil","justice",0.187143660570259,"evil_justice_D16_D84","values",0.882905948623509
"D16","D84","evil","peace",0.385182850163482,"evil_peace_D16_D84","values",0.882905948623509
"D16","D84","greed","love",0.0719150616536977,"greed_love_D16_D84","values",0.882905948623509
"D16","D84","greed","justice",0.0312790261346519,"greed_justice_D16_D84","values",0.882905948623509
"D16","D84","evil","greed",0.161801252845976,"evil_greed_D16_D84","values",0.882905948623509
"D16","D84","justice","peace",0.202783261618454,"justice_peace_D16_D84","values",0.882905948623509
"D16","D84","justice","love",0.0394539676915453,"justice_love_D16_D84","values",0.882905948623509
"D16","D84","greed","peace",0.23986157093513,"greed_peace_D16_D84","values",0.882905948623509
"D16","D84","evil","love",0.226185502299332,"evil_love_D16_D84","values",0.882905948623509
"D16","D84","love","peace",0.163871430176793,"love_peace_D16_D84","values",0.882905948623509
"D16","D85","love","peace",0.245017020232385,"love_peace_D16_D85","values",0.526290021813017
"D16","D85","greed","justice",0.0108584490325749,"greed_justice_D16_D85","values",0.526290021813017
"D16","D85","evil","love",0.283632454008045,"evil_love_D16_D85","values",0.526290021813017
"D16","D85","justice","love",0.296949969616542,"justice_love_D16_D85","values",0.526290021813017
"D16","D85","greed","love",0.28896739563424,"greed_love_D16_D85","values",0.526290021813017
"D16","D85","evil","greed",0.00705220737131218,"evil_greed_D16_D85","values",0.526290021813017
"D16","D85","evil","peace",0.0473377237972104,"evil_peace_D16_D85","values",0.526290021813017
"D16","D85","justice","peace",0.0649695887217168,"justice_peace_D16_D85","values",0.526290021813017
"D16","D85","evil","justice",0.0179031469593609,"evil_justice_D16_D85","values",0.526290021813017
"D16","D85","greed","peace",0.0543025363842959,"greed_peace_D16_D85","values",0.526290021813017
"D16","D87","evil","greed",0.223182482421083,"evil_greed_D16_D87","values",1.16161295326584
"D16","D87","evil","love",0.466812640565201,"evil_love_D16_D87","values",1.16161295326584
"D16","D87","evil","justice",0.307981359921659,"evil_justice_D16_D87","values",1.16161295326584
"D16","D87","justice","love",0.169471604654551,"justice_love_D16_D87","values",1.16161295326584
"D16","D87","greed","peace",0.32564911177461,"greed_peace_D16_D87","values",1.16161295326584
"D16","D87","greed","love",0.260533607078961,"greed_love_D16_D87","values",1.16161295326584
"D16","D87","evil","peace",0.526178234449606,"evil_peace_D16_D87","values",1.16161295326584
"D16","D87","justice","peace",0.235117404263679,"justice_peace_D16_D87","values",1.16161295326584
"D16","D87","greed","justice",0.0908784140924828,"greed_justice_D16_D87","values",1.16161295326584
"D16","D87","love","peace",0.0667620131637221,"love_peace_D16_D87","values",1.16161295326584
"D16","D92","justice","love",0.0385902797843241,"justice_love_D16_D92","values",1.23667956777036
"D16","D92","justice","peace",0.125255835439228,"justice_peace_D16_D92","values",1.23667956777036
"D16","D92","evil","love",0.341905987072679,"evil_love_D16_D92","values",1.23667956777036
"D16","D92","evil","greed",0.109418898264544,"evil_greed_D16_D92","values",1.23667956777036
"D16","D92","love","peace",0.162635102407691,"love_peace_D16_D92","values",1.23667956777036
"D16","D92","greed","peace",0.394686462031216,"greed_peace_D16_D92","values",1.23667956777036
"D16","D92","evil","justice",0.379982324041723,"evil_justice_D16_D92","values",1.23667956777036
"D16","D92","greed","love",0.237974171503124,"greed_love_D16_D92","values",1.23667956777036
"D16","D92","evil","peace",0.492206183439473,"evil_peace_D16_D92","values",1.23667956777036
"D16","D92","greed","justice",0.276855665440455,"greed_justice_D16_D92","values",1.23667956777036
"D16","D94","evil","greed",0.124989587210378,"evil_greed_D16_D94","values",2.60534704588914
"D16","D94","evil","love",0.581945532949882,"evil_love_D16_D94","values",2.60534704588914
"D16","D94","greed","love",0.473061034574495,"greed_love_D16_D94","values",2.60534704588914
"D16","D94","evil","peace",0.675327648244143,"evil_peace_D16_D94","values",2.60534704588914
"D16","D94","evil","justice",0.530416628214991,"evil_justice_D16_D94","values",2.60534704588914
"D16","D94","justice","peace",0.179071799725719,"justice_peace_D16_D94","values",2.60534704588914
"D16","D94","greed","justice",0.417738802493771,"greed_justice_D16_D94","values",2.60534704588914
"D16","D94","love","peace",0.117223335008838,"love_peace_D16_D94","values",2.60534704588914
"D16","D94","justice","love",0.062181065535762,"justice_love_D16_D94","values",2.60534704588914
"D16","D94","greed","peace",0.57444980783031,"greed_peace_D16_D94","values",2.60534704588914
"D16","D95","evil","love",0.180400252100475,"evil_love_D16_D95","values",2.34457559240402
"D16","D95","evil","peace",0.324812021441154,"evil_peace_D16_D95","values",2.34457559240402
"D16","D95","greed","justice",0.0330492908340868,"greed_justice_D16_D95","values",2.34457559240402
"D16","D95","evil","justice",0.0571923453810794,"evil_justice_D16_D95","values",2.34457559240402
"D16","D95","evil","greed",0.0901756515186254,"evil_greed_D16_D95","values",2.34457559240402
"D16","D95","justice","peace",0.375415648281357,"justice_peace_D16_D95","values",2.34457559240402
"D16","D95","justice","love",0.234161295678785,"justice_love_D16_D95","values",2.34457559240402
"D16","D95","greed","peace",0.404294888432498,"greed_peace_D16_D95","values",2.34457559240402
"D16","D95","greed","love",0.264994928613057,"greed_love_D16_D95","values",2.34457559240402
"D16","D95","love","peace",0.145586135337636,"love_peace_D16_D95","values",2.34457559240402
"D17","D1","evil","peace",0.0697019109037273,"evil_peace_D17_D1","values",1.71258431030945
"D17","D1","evil","love",0.22170182998614,"evil_love_D17_D1","values",1.71258431030945
"D17","D1","greed","justice",0.101607712234856,"greed_justice_D17_D1","values",1.71258431030945
"D17","D1","greed","love",0.0776448673452601,"greed_love_D17_D1","values",1.71258431030945
"D17","D1","justice","love",0.180641242367997,"justice_love_D17_D1","values",1.71258431030945
"D17","D1","greed","peace",0.0753068510074804,"greed_peace_D17_D1","values",1.71258431030945
"D17","D1","evil","greed",0.141703697814396,"evil_greed_D17_D1","values",1.71258431030945
"D17","D1","justice","peace",0.0289125547085943,"justice_peace_D17_D1","values",1.71258431030945
"D17","D1","love","peace",0.156165933519159,"love_peace_D17_D1","values",1.71258431030945
"D17","D1","evil","justice",0.0396103313230256,"evil_justice_D17_D1","values",1.71258431030945
"D17","D101","justice","peace",0.25410052026696,"justice_peace_D17_D101","values",1.66316119564708
"D17","D101","evil","justice",0.0262739749263028,"evil_justice_D17_D101","values",1.66316119564708
"D17","D101","greed","love",0.220205136700338,"greed_love_D17_D101","values",1.66316119564708
"D17","D101","greed","peace",0.48349815131559,"greed_peace_D17_D101","values",1.66316119564708
"D17","D101","evil","greed",0.269247674899765,"evil_greed_D17_D101","values",1.66316119564708
"D17","D101","evil","peace",0.227607458692414,"evil_peace_D17_D101","values",1.66316119564708
"D17","D101","justice","love",0.0281087509982123,"justice_love_D17_D101","values",1.66316119564708
"D17","D101","greed","justice",0.244780692532858,"greed_justice_D17_D101","values",1.66316119564708
"D17","D101","love","peace",0.28399856908609,"love_peace_D17_D101","values",1.66316119564708
"D17","D101","evil","love",0.0545427674245114,"evil_love_D17_D101","values",1.66316119564708
"D17","D103","evil","peace",0.0694865896461081,"evil_peace_D17_D103","values",0.38079711298411
"D17","D103","evil","justice",0.0264472810491694,"evil_justice_D17_D103","values",0.38079711298411
"D17","D103","greed","justice",0.0378687675473592,"greed_justice_D17_D103","values",0.38079711298411
"D17","D103","greed","love",0.000687292752613422,"greed_love_D17_D103","values",0.38079711298411
"D17","D103","evil","greed",0.0109408370468602,"evil_greed_D17_D103","values",0.38079711298411
"D17","D103","justice","love",0.0391382757376225,"justice_love_D17_D103","values",0.38079711298411
"D17","D103","greed","peace",0.059699251011244,"greed_peace_D17_D103","values",0.38079711298411
"D17","D103","evil","love",0.0117855208220223,"evil_love_D17_D103","values",0.38079711298411
"D17","D103","love","peace",0.0599483515341197,"love_peace_D17_D103","values",0.38079711298411
"D17","D103","justice","peace",0.0961625140473555,"justice_peace_D17_D103","values",0.38079711298411
"D17","D105","evil","peace",0.377080639906417,"evil_peace_D17_D105","values",0.691883124002996
"D17","D105","justice","peace",0.139759388293224,"justice_peace_D17_D105","values",0.691883124002996
"D17","D105","evil","love",0.203631118350013,"evil_love_D17_D105","values",0.691883124002996
"D17","D105","greed","justice",0.263584009956919,"greed_justice_D17_D105","values",0.691883124002996
"D17","D105","love","peace",0.175876327054264,"love_peace_D17_D105","values",0.691883124002996
"D17","D105","justice","love",0.0320769071025131,"justice_love_D17_D105","values",0.691883124002996
"D17","D105","greed","love",0.236593141788782,"greed_love_D17_D105","values",0.691883124002996
"D17","D105","evil","justice",0.23084774483269,"evil_justice_D17_D105","values",0.691883124002996
"D17","D105","evil","greed",0.026767446812317,"evil_greed_D17_D105","values",0.691883124002996
"D17","D105","greed","peace",0.41504694130002,"greed_peace_D17_D105","values",0.691883124002996
"D17","D11","justice","love",0.220019449298351,"justice_love_D17_D11","values",0.907407300656636
"D17","D11","justice","peace",0.0729392805907434,"justice_peace_D17_D11","values",0.907407300656636
"D17","D11","evil","greed",0.236513634455545,"evil_greed_D17_D11","values",0.907407300656636
"D17","D11","evil","justice",0.0622706350893254,"evil_justice_D17_D11","values",0.907407300656636
"D17","D11","evil","love",0.279518933908857,"evil_love_D17_D11","values",0.907407300656636
"D17","D11","greed","justice",0.176467790007166,"greed_justice_D17_D11","values",0.907407300656636
"D17","D11","evil","peace",0.135030824703004,"evil_peace_D17_D11","values",0.907407300656636
"D17","D11","greed","love",0.0435044539314948,"greed_love_D17_D11","values",0.907407300656636
"D17","D11","greed","peace",0.105660177804692,"greed_peace_D17_D11","values",0.907407300656636
"D17","D11","love","peace",0.149731827795053,"love_peace_D17_D11","values",0.907407300656636
"D17","D14","evil","greed",0.0889452359956959,"evil_greed_D17_D14","values",0.22633488719046
"D17","D14","evil","love",0.037256072003836,"evil_love_D17_D14","values",0.22633488719046
"D17","D14","evil","justice",0.0977934016306119,"evil_justice_D17_D14","values",0.22633488719046
"D17","D14","justice","love",0.0627474368665368,"justice_love_D17_D14","values",0.22633488719046
"D17","D14","evil","peace",0.0335225034323472,"evil_peace_D17_D14","values",0.22633488719046
"D17","D14","greed","peace",0.0561512282788823,"greed_peace_D17_D14","values",0.22633488719046
"D17","D14","justice","peace",0.0652131218991927,"justice_peace_D17_D14","values",0.22633488719046
"D17","D14","greed","love",0.0535607732089549,"greed_love_D17_D14","values",0.22633488719046
"D17","D14","greed","justice",0.00923415364511682,"greed_justice_D17_D14","values",0.22633488719046
"D17","D14","love","peace",0.00333653066370315,"love_peace_D17_D14","values",0.22633488719046
"D17","D18","evil","peace",0.24176189064937,"evil_peace_D17_D18","values",1.64837966520806
"D17","D18","evil","greed",0.0201785047348144,"evil_greed_D17_D18","values",1.64837966520806
"D17","D18","evil","love",0.113267635613253,"evil_love_D17_D18","values",1.64837966520806
"D17","D18","justice","love",0.0297497886839506,"justice_love_D17_D18","values",1.64837966520806
"D17","D18","greed","love",0.134003004954575,"greed_love_D17_D18","values",1.64837966520806
"D17","D18","greed","peace",0.261642241787782,"greed_peace_D17_D18","values",1.64837966520806
"D17","D18","evil","justice",0.0820048433399881,"evil_justice_D17_D18","values",1.64837966520806
"D17","D18","greed","justice",0.102309823771969,"greed_justice_D17_D18","values",1.64837966520806
"D17","D18","justice","peace",0.162423134766077,"justice_peace_D17_D18","values",1.64837966520806
"D17","D18","love","peace",0.136658710837338,"love_peace_D17_D18","values",1.64837966520806
"D17","D19","justice","peace",0.227975958585115,"justice_peace_D17_D19","values",1.24364707995589
"D17","D19","evil","greed",0.0612914581734172,"evil_greed_D17_D19","values",1.24364707995589
"D17","D19","evil","justice",0.000757786584509423,"evil_justice_D17_D19","values",1.24364707995589
"D17","D19","love","peace",0.121154691823244,"love_peace_D17_D19","values",1.24364707995589
"D17","D19","evil","peace",0.226886225068208,"evil_peace_D17_D19","values",1.24364707995589
"D17","D19","evil","love",0.114471966799623,"evil_love_D17_D19","values",1.24364707995589
"D17","D19","greed","justice",0.0621533556293639,"greed_justice_D17_D19","values",1.24364707995589
"D17","D19","greed","love",0.0525472824445279,"greed_love_D17_D19","values",1.24364707995589
"D17","D19","justice","love",0.115439648159569,"justice_love_D17_D19","values",1.24364707995589
"D17","D19","greed","peace",0.168931073282482,"greed_peace_D17_D19","values",1.24364707995589
"D17","D22","greed","love",0.0839353843275961,"greed_love_D17_D22","values",0.809347338495262
"D17","D22","evil","peace",0.257780911557241,"evil_peace_D17_D22","values",0.809347338495262
"D17","D22","evil","greed",0.0409584940915471,"evil_greed_D17_D22","values",0.809347338495262
"D17","D22","justice","peace",0.0599129224244261,"justice_peace_D17_D22","values",0.809347338495262
"D17","D22","evil","love",0.042991035530807,"evil_love_D17_D22","values",0.809347338495262
"D17","D22","greed","justice",0.162254431095869,"greed_justice_D17_D22","values",0.809347338495262
"D17","D22","evil","justice",0.203070295767417,"evil_justice_D17_D22","values",0.809347338495262
"D17","D22","justice","love",0.245838644798331,"justice_love_D17_D22","values",0.809347338495262
"D17","D22","greed","peace",0.218047163436106,"greed_peace_D17_D22","values",0.809347338495262
"D17","D22","love","peace",0.299378013546361,"love_peace_D17_D22","values",0.809347338495262
"D17","D25","evil","greed",0.289461407871531,"evil_greed_D17_D25","values",3.2151274567164
"D17","D25","evil","love",0.133692960759534,"evil_love_D17_D25","values",3.2151274567164
"D17","D25","evil","justice",0.350207494226523,"evil_justice_D17_D25","values",3.2151274567164
"D17","D25","greed","love",0.16456221048914,"greed_love_D17_D25","values",3.2151274567164
"D17","D25","justice","peace",0.415742776006745,"justice_peace_D17_D25","values",3.2151274567164
"D17","D25","justice","love",0.227945796498708,"justice_love_D17_D25","values",3.2151274567164
"D17","D25","evil","peace",0.0771905497453233,"evil_peace_D17_D25","values",3.2151274567164
"D17","D25","love","peace",0.20873131143857,"love_peace_D17_D25","values",3.2151274567164
"D17","D25","greed","justice",0.0624290801134875,"greed_justice_D17_D25","values",3.2151274567164
"D17","D25","greed","peace",0.357367282796416,"greed_peace_D17_D25","values",3.2151274567164
"D17","D26","evil","peace",0.190516378395238,"evil_peace_D17_D26","values",2.57327899876512
"D17","D26","greed","love",0.292064790447987,"greed_love_D17_D26","values",2.57327899876512
"D17","D26","justice","love",0.311766029964549,"justice_love_D17_D26","values",2.57327899876512
"D17","D26","love","peace",0.15612167102564,"love_peace_D17_D26","values",2.57327899876512
"D17","D26","justice","peace",0.146075849364659,"justice_peace_D17_D26","values",2.57327899876512
"D17","D26","greed","justice",0.0211286177249934,"greed_justice_D17_D26","values",2.57327899876512
"D17","D26","evil","greed",0.0669749569359421,"evil_greed_D17_D26","values",2.57327899876512
"D17","D26","evil","justice",0.0456731143210476,"evil_justice_D17_D26","values",2.57327899876512
"D17","D26","greed","peace",0.126075515447107,"greed_peace_D17_D26","values",2.57327899876512
"D17","D26","evil","love",0.357355077326753,"evil_love_D17_D26","values",2.57327899876512
"D17","D34","evil","peace",0.293058883989974,"evil_peace_D17_D34","values",1.25931840013342
"D17","D34","love","peace",0.181624669062201,"love_peace_D17_D34","values",1.25931840013342
"D17","D34","justice","peace",0.0115977598746731,"justice_peace_D17_D34","values",1.25931840013342
"D17","D34","greed","justice",0.193323977772787,"greed_justice_D17_D34","values",1.25931840013342
"D17","D34","evil","love",0.118015035221055,"evil_love_D17_D34","values",1.25931840013342
"D17","D34","evil","greed",0.0960818802768473,"evil_greed_D17_D34","values",1.25931840013342
"D17","D34","greed","love",0.0209120246752965,"greed_love_D17_D34","values",1.25931840013342
"D17","D34","justice","love",0.1745771711447,"justice_love_D17_D34","values",1.25931840013342
"D17","D34","evil","justice",0.289000160393073,"evil_justice_D17_D34","values",1.25931840013342
"D17","D34","greed","peace",0.199862285331138,"greed_peace_D17_D34","values",1.25931840013342
"D17","D36","evil","peace",0.411991797481788,"evil_peace_D17_D36","values",0.795723066367436
"D17","D36","greed","love",0.117311635314695,"greed_love_D17_D36","values",0.795723066367436
"D17","D36","evil","justice",0.307833776662787,"evil_justice_D17_D36","values",0.795723066367436
"D17","D36","justice","peace",0.119725417053842,"justice_peace_D17_D36","values",0.795723066367436
"D17","D36","evil","greed",0.0765629637907099,"evil_greed_D17_D36","values",0.795723066367436
"D17","D36","greed","justice",0.380658126299784,"greed_justice_D17_D36","values",0.795723066367436
"D17","D36","greed","peace",0.479795653746479,"greed_peace_D17_D36","values",0.795723066367436
"D17","D36","evil","love",0.0412158742292739,"evil_love_D17_D36","values",0.795723066367436
"D17","D36","love","peace",0.373126122330379,"love_peace_D17_D36","values",0.795723066367436
"D17","D36","justice","love",0.266793061344537,"justice_love_D17_D36","values",0.795723066367436
"D17","D37","justice","love",0.182415982877316,"justice_love_D17_D37","values",1.96069427802878
"D17","D37","love","peace",0.292952099331118,"love_peace_D17_D37","values",1.96069427802878
"D17","D37","greed","love",0.208709421085178,"greed_love_D17_D37","values",1.96069427802878
"D17","D37","evil","peace",0.132215784805125,"evil_peace_D17_D37","values",1.96069427802878
"D17","D37","evil","greed",0.0428021875969786,"evil_greed_D17_D37","values",1.96069427802878
"D17","D37","greed","justice",0.0250876934632378,"greed_justice_D17_D37","values",1.96069427802878
"D17","D37","evil","love",0.163379714264124,"evil_love_D17_D37","values",1.96069427802878
"D17","D37","evil","justice",0.0177763479210309,"evil_justice_D17_D37","values",1.96069427802878
"D17","D37","greed","peace",0.0921425855021103,"greed_peace_D17_D37","values",1.96069427802878
"D17","D37","justice","peace",0.115735171721506,"justice_peace_D17_D37","values",1.96069427802878
"D17","D4","evil","justice",0.182070563552511,"evil_justice_D17_D4","values",0.859923605369117
"D17","D4","evil","peace",0.325914041448213,"evil_peace_D17_D4","values",0.859923605369117
"D17","D4","evil","love",0.257993726210038,"evil_love_D17_D4","values",0.859923605369117
"D17","D4","evil","greed",0.233206784761741,"evil_greed_D17_D4","values",0.859923605369117
"D17","D4","greed","love",0.0209019207704517,"greed_love_D17_D4","values",0.859923605369117
"D17","D4","greed","justice",0.0498479466957942,"greed_justice_D17_D4","values",0.859923605369117
"D17","D4","justice","peace",0.149598277784284,"justice_peace_D17_D4","values",0.859923605369117
"D17","D4","justice","love",0.0714613996645983,"justice_love_D17_D4","values",0.859923605369117
"D17","D4","greed","peace",0.102402472548155,"greed_peace_D17_D4","values",0.859923605369117
"D17","D4","love","peace",0.0841459612384377,"love_peace_D17_D4","values",0.859923605369117
"D17","D47","evil","greed",0.188147099188037,"evil_greed_D17_D47","values",1.77530866629696
"D17","D47","greed","love",0.0388842881529323,"greed_love_D17_D47","values",1.77530866629696
"D17","D47","greed","justice",0.0951504563295447,"greed_justice_D17_D47","values",1.77530866629696
"D17","D47","evil","justice",0.0938889339899156,"evil_justice_D17_D47","values",1.77530866629696
"D17","D47","evil","peace",0.0996869572404808,"evil_peace_D17_D47","values",1.77530866629696
"D17","D47","greed","peace",0.284056019986035,"greed_peace_D17_D47","values",1.77530866629696
"D17","D47","evil","love",0.151335326450565,"evil_love_D17_D47","values",1.77530866629696
"D17","D47","justice","peace",0.19215496925745,"justice_peace_D17_D47","values",1.77530866629696
"D17","D47","justice","love",0.0571358681562937,"justice_love_D17_D47","values",1.77530866629696
"D17","D47","love","peace",0.249036955805069,"love_peace_D17_D47","values",1.77530866629696
"D17","D48","evil","love",0.0613978274928895,"evil_love_D17_D48","values",4.17610636630347
"D17","D48","evil","peace",0.040924825382688,"evil_peace_D17_D48","values",4.17610636630347
"D17","D48","evil","greed",0.0361848134291283,"evil_greed_D17_D48","values",4.17610636630347
"D17","D48","justice","peace",0.0596850138338163,"justice_peace_D17_D48","values",4.17610636630347
"D17","D48","greed","justice",0.0546653641915718,"greed_justice_D17_D48","values",4.17610636630347
"D17","D48","greed","love",0.0248910294370064,"greed_love_D17_D48","values",4.17610636630347
"D17","D48","love","peace",0.0210122337337781,"love_peace_D17_D48","values",4.17610636630347
"D17","D48","greed","peace",0.00421316461881838,"greed_peace_D17_D48","values",4.17610636630347
"D17","D48","evil","justice",0.0184082304882134,"evil_justice_D17_D48","values",4.17610636630347
"D17","D48","justice","love",0.080095137732509,"justice_love_D17_D48","values",4.17610636630347
"D17","D49","evil","justice",0.14457545563379,"evil_justice_D17_D49","values",1.03350442924661
"D17","D49","evil","peace",0.237698625612551,"evil_peace_D17_D49","values",1.03350442924661
"D17","D49","justice","peace",0.0904632008151272,"justice_peace_D17_D49","values",1.03350442924661
"D17","D49","greed","love",0.0597908234969382,"greed_love_D17_D49","values",1.03350442924661
"D17","D49","evil","greed",0.112679208392223,"evil_greed_D17_D49","values",1.03350442924661
"D17","D49","justice","love",0.025947518689081,"justice_love_D17_D49","values",1.03350442924661
"D17","D49","greed","justice",0.0332168074475465,"greed_justice_D17_D49","values",1.03350442924661
"D17","D49","evil","love",0.172199392218212,"evil_love_D17_D49","values",1.03350442924661
"D17","D49","love","peace",0.0651215350734589,"love_peace_D17_D49","values",1.03350442924661
"D17","D49","greed","peace",0.125151418683744,"greed_peace_D17_D49","values",1.03350442924661
"D17","D51","greed","love",0.00783235731912502,"greed_love_D17_D51","values",1.50158573015238
"D17","D51","evil","peace",0.314966487446141,"evil_peace_D17_D51","values",1.50158573015238
"D17","D51","evil","greed",0.0280414741691721,"evil_greed_D17_D51","values",1.50158573015238
"D17","D51","justice","peace",0.301303170373006,"justice_peace_D17_D51","values",1.50158573015238
"D17","D51","justice","love",0.0520967435662281,"justice_love_D17_D51","values",1.50158573015238
"D17","D51","evil","love",0.0360375655512126,"evil_love_D17_D51","values",1.50158573015238
"D17","D51","greed","peace",0.343107404807455,"greed_peace_D17_D51","values",1.50158573015238
"D17","D51","evil","justice",0.0157188238086485,"evil_justice_D17_D51","values",1.50158573015238
"D17","D51","greed","justice",0.0439510418200069,"greed_justice_D17_D51","values",1.50158573015238
"D17","D51","love","peace",0.35294439986915,"love_peace_D17_D51","values",1.50158573015238
"D17","D52","evil","peace",0.295631317652754,"evil_peace_D17_D52","values",0.655649759730711
"D17","D52","greed","love",0.150037428125651,"greed_love_D17_D52","values",0.655649759730711
"D17","D52","evil","greed",0.121403208768742,"evil_greed_D17_D52","values",0.655649759730711
"D17","D52","greed","peace",0.182384210489506,"greed_peace_D17_D52","values",0.655649759730711
"D17","D52","evil","love",0.0273084379839696,"evil_love_D17_D52","values",0.655649759730711
"D17","D52","evil","justice",0.047093725906463,"evil_justice_D17_D52","values",0.655649759730711
"D17","D52","greed","justice",0.168974598760903,"greed_justice_D17_D52","values",0.655649759730711
"D17","D52","justice","peace",0.340718891283721,"justice_peace_D17_D52","values",0.655649759730711
"D17","D52","justice","love",0.0201846821667422,"justice_love_D17_D52","values",0.655649759730711
"D17","D52","love","peace",0.324190454969722,"love_peace_D17_D52","values",0.655649759730711
"D17","D53","evil","peace",0.100665925851382,"evil_peace_D17_D53","values",0.324589592264825
"D17","D53","evil","greed",0.211050274170242,"evil_greed_D17_D53","values",0.324589592264825
"D17","D53","justice","love",0.0656737231728201,"justice_love_D17_D53","values",0.324589592264825
"D17","D53","greed","love",0.00707757606354487,"greed_love_D17_D53","values",0.324589592264825
"D17","D53","evil","love",0.208073249788357,"evil_love_D17_D53","values",0.324589592264825
"D17","D53","love","peace",0.104863540871821,"love_peace_D17_D53","values",0.324589592264825
"D17","D53","greed","justice",0.0712673327343034,"greed_justice_D17_D53","values",0.324589592264825
"D17","D53","evil","justice",0.139044749768765,"evil_justice_D17_D53","values",0.324589592264825
"D17","D53","greed","peace",0.109718402518183,"greed_peace_D17_D53","values",0.324589592264825
"D17","D53","justice","peace",0.0382919879006487,"justice_peace_D17_D53","values",0.324589592264825
"D17","D55","evil","justice",0.251279547005539,"evil_justice_D17_D55","values",0.376439081667823
"D17","D55","evil","greed",0.0451925701812907,"evil_greed_D17_D55","values",0.376439081667823
"D17","D55","justice","love",0.0159864339292444,"justice_love_D17_D55","values",0.376439081667823
"D17","D55","evil","peace",0.217010862162864,"evil_peace_D17_D55","values",0.376439081667823
"D17","D55","evil","love",0.239053981456043,"evil_love_D17_D55","values",0.376439081667823
"D17","D55","love","peace",0.0222346894790512,"love_peace_D17_D55","values",0.376439081667823
"D17","D55","greed","justice",0.212215151766201,"greed_justice_D17_D55","values",0.376439081667823
"D17","D55","greed","love",0.19912575670482,"greed_love_D17_D55","values",0.376439081667823
"D17","D55","justice","peace",0.0378847452842458,"justice_peace_D17_D55","values",0.376439081667823
"D17","D55","greed","peace",0.176568410647419,"greed_peace_D17_D55","values",0.376439081667823
"D17","D57","evil","peace",0.0629036764066881,"evil_peace_D17_D57","values",0.858955640381557
"D17","D57","greed","love",0.311194220766347,"greed_love_D17_D57","values",0.858955640381557
"D17","D57","evil","justice",0.15738742612577,"evil_justice_D17_D57","values",0.858955640381557
"D17","D57","justice","love",0.226093987624536,"justice_love_D17_D57","values",0.858955640381557
"D17","D57","greed","justice",0.0829999667209245,"greed_justice_D17_D57","values",0.858955640381557
"D17","D57","justice","peace",0.216325427367863,"justice_peace_D17_D57","values",0.858955640381557
